path,set,subject,modality,matfile,data_offset,size
TrainingSet/P031/t2map_calib.mat,TrainingSet,P031,T2map,t2map_calib.mat,74019726336,7063282
TrainingSet/P031/t2map_ks.mat,TrainingSet,P031,T2map,t2map_ks.mat,74026791424,60510777
TrainingSet/P032/cine_lax_calib.mat,TrainingSet,P032,Cine LAX,cine_lax_calib.mat,74087303680,125662390
TrainingSet/P032/cine_lax_ks.mat,TrainingSet,P032,Cine LAX,cine_lax_ks.mat,74212967936,361571501
TrainingSet/P032/cine_sax_calib.mat,TrainingSet,P032,Cine SAX,cine_sax_calib.mat,74574540288,411482709
TrainingSet/P032/cine_sax_ks.mat,TrainingSet,P032,Cine SAX,cine_sax_ks.mat,74986024960,1173807517
TrainingSet/P032/t1map_calib.mat,TrainingSet,P032,T1map,t1map_calib.mat,76159833088,10389505
TrainingSet/P032/t1map_ks.mat,TrainingSet,P032,T1map,t1map_ks.mat,76170224640,326881951
TrainingSet/P032/t2map_calib.mat,TrainingSet,P032,T2map,t2map_calib.mat,76497107456,6996886
TrainingSet/P032/t2map_ks.mat,TrainingSet,P032,T2map,t2map_ks.mat,76504105984,60104370
TrainingSet/P033/cine_lax_calib.mat,TrainingSet,P033,Cine LAX,cine_lax_calib.mat,76564211712,100157792
TrainingSet/P033/cine_lax_ks.mat,TrainingSet,P033,Cine LAX,cine_lax_ks.mat,76664371200,272480738
TrainingSet/P033/cine_sax_calib.mat,TrainingSet,P033,Cine SAX,cine_sax_calib.mat,76936852480,348940900
TrainingSet/P033/cine_sax_ks.mat,TrainingSet,P033,Cine SAX,cine_sax_ks.mat,77285795328,1192767127
TrainingSet/P033/t1map_calib.mat,TrainingSet,P033,T1map,t1map_calib.mat,78478563328,8680271
TrainingSet/P033/t1map_ks.mat,TrainingSet,P033,T1map,t1map_ks.mat,78487245312,268497605
TrainingSet/P033/t2map_calib.mat,TrainingSet,P033,T2map,t2map_calib.mat,78755743744,5737250
TrainingSet/P033/t2map_ks.mat,TrainingSet,P033,T2map,t2map_ks.mat,78761482752,49731525
TrainingSet/P034/cine_lax_calib.mat,TrainingSet,P034,Cine LAX,cine_lax_calib.mat,78811215360,135009512
TrainingSet/P034/cine_lax_ks.mat,TrainingSet,P034,Cine LAX,cine_lax_ks.mat,78946226688,390316699
TrainingSet/P034/cine_sax_calib.mat,TrainingSet,P034,Cine SAX,cine_sax_calib.mat,79336544256,550509314
TrainingSet/P034/cine_sax_ks.mat,TrainingSet,P034,Cine SAX,cine_sax_ks.mat,79887055360,1897124946
TrainingSet/P034/t1map_calib.mat,TrainingSet,P034,T1map,t1map_calib.mat,81784181248,10451748
TrainingSet/P034/t1map_ks.mat,TrainingSet,P034,T1map,t1map_ks.mat,81794634752,328780857
TrainingSet/P034/t2map_calib.mat,TrainingSet,P034,T2map,t2map_calib.mat,82123416576,7073818
TrainingSet/P034/t2map_ks.mat,TrainingSet,P034,T2map,t2map_ks.mat,82130492416,60481093
TrainingSet/P035/cine_lax_calib.mat,TrainingSet,P035,Cine LAX,cine_lax_calib.mat,82190974976,107553701
TrainingSet/P035/cine_lax_ks.mat,TrainingSet,P035,Cine LAX,cine_lax_ks.mat,82298530304,287026467
TrainingSet/P035/cine_sax_calib.mat,TrainingSet,P035,Cine SAX,cine_sax_calib.mat,82585557504,363849431
TrainingSet/P035/cine_sax_ks.mat,TrainingSet,P035,Cine SAX,cine_sax_ks.mat,82949408768,1034650503
TrainingSet/P035/t1map_calib.mat,TrainingSet,P035,T1map,t1map_calib.mat,83984059904,8614278
TrainingSet/P035/t1map_ks.mat,TrainingSet,P035,T1map,t1map_ks.mat,83992675840,267630456
TrainingSet/P035/t2map_calib.mat,TrainingSet,P035,T2map,t2map_calib.mat,84260306944,5670092
TrainingSet/P035/t2map_ks.mat,TrainingSet,P035,T2map,t2map_ks.mat,84265978880,49590525
TrainingSet/P036/cine_lax_calib.mat,TrainingSet,P036,Cine LAX,cine_lax_calib.mat,84315570688,114752369
TrainingSet/P036/cine_lax_ks.mat,TrainingSet,P036,Cine LAX,cine_lax_ks.mat,84430324736,374416444
TrainingSet/P036/cine_sax_calib.mat,TrainingSet,P036,Cine SAX,cine_sax_calib.mat,84804742144,374522130
TrainingSet/P036/cine_sax_ks.mat,TrainingSet,P036,Cine SAX,cine_sax_ks.mat,85179266048,849082340
TrainingSet/P036/t1map_calib.mat,TrainingSet,P036,T1map,t1map_calib.mat,86028348928,10390832
TrainingSet/P036/t1map_ks.mat,TrainingSet,P036,T1map,t1map_ks.mat,86038741504,325980408
TrainingSet/P036/t2map_calib.mat,TrainingSet,P036,T2map,t2map_calib.mat,86364722688,6992783
TrainingSet/P036/t2map_ks.mat,TrainingSet,P036,T2map,t2map_ks.mat,86371717120,60093180
TrainingSet/P037/cine_lax_calib.mat,TrainingSet,P037,Cine LAX,cine_lax_calib.mat,86431811584,136521481
TrainingSet/P037/cine_lax_ks.mat,TrainingSet,P037,Cine LAX,cine_lax_ks.mat,86568334848,324217443
TrainingSet/P037/cine_sax_calib.mat,TrainingSet,P037,Cine SAX,cine_sax_calib.mat,86892553216,474711964
TrainingSet/P037/cine_sax_ks.mat,TrainingSet,P037,Cine SAX,cine_sax_ks.mat,87367266816,1069801927
TrainingSet/P037/t1map_calib.mat,TrainingSet,P037,T1map,t1map_calib.mat,88437069312,8652728
TrainingSet/P037/t1map_ks.mat,TrainingSet,P037,T1map,t1map_ks.mat,88445723648,267541511
TrainingSet/P037/t2map_calib.mat,TrainingSet,P037,T2map,t2map_calib.mat,88713266176,5665483
TrainingSet/P037/t2map_ks.mat,TrainingSet,P037,T2map,t2map_ks.mat,88718933504,49396702
TrainingSet/P038/cine_lax_calib.mat,TrainingSet,P038,Cine LAX,cine_lax_calib.mat,88768331264,144063692
TrainingSet/P038/cine_lax_ks.mat,TrainingSet,P038,Cine LAX,cine_lax_ks.mat,88912396800,406465514
TrainingSet/P038/cine_sax_calib.mat,TrainingSet,P038,Cine SAX,cine_sax_calib.mat,89318862848,451847645
TrainingSet/P038/cine_sax_ks.mat,TrainingSet,P038,Cine SAX,cine_sax_ks.mat,89770712064,1009417306
TrainingSet/P038/t1map_calib.mat,TrainingSet,P038,T1map,t1map_calib.mat,90780130304,8648795
TrainingSet/P038/t1map_ks.mat,TrainingSet,P038,T1map,t1map_ks.mat,90788781056,267670181
TrainingSet/P038/t2map_calib.mat,TrainingSet,P038,T2map,t2map_calib.mat,91056452096,5671258
TrainingSet/P038/t2map_ks.mat,TrainingSet,P038,T2map,t2map_ks.mat,91062125056,49502247
TrainingSet/P039/cine_lax_calib.mat,TrainingSet,P039,Cine LAX,cine_lax_calib.mat,91111628800,113664374
TrainingSet/P039/cine_lax_ks.mat,TrainingSet,P039,Cine LAX,cine_lax_ks.mat,91225294848,303463265
TrainingSet/P039/cine_sax_calib.mat,TrainingSet,P039,Cine SAX,cine_sax_calib.mat,91528758784,381603433
TrainingSet/P039/cine_sax_ks.mat,TrainingSet,P039,Cine SAX,cine_sax_ks.mat,91910364160,1310309766
TrainingSet/P039/t1map_calib.mat,TrainingSet,P039,T1map,t1map_calib.mat,93220674560,8672761
TrainingSet/P039/t1map_ks.mat,TrainingSet,P039,T1map,t1map_ks.mat,93229348864,269479266
TrainingSet/P039/t2map_calib.mat,TrainingSet,P039,T2map,t2map_calib.mat,93498828800,5714276
TrainingSet/P039/t2map_ks.mat,TrainingSet,P039,T2map,t2map_ks.mat,93504544768,49767028
TrainingSet/P040/cine_lax_calib.mat,TrainingSet,P040,Cine LAX,cine_lax_calib.mat,93554313216,54020413
TrainingSet/P040/cine_lax_ks.mat,TrainingSet,P040,Cine LAX,cine_lax_ks.mat,93608335360,80096307
TrainingSet/P040/cine_sax_calib.mat,TrainingSet,P040,Cine SAX,cine_sax_calib.mat,93688432640,434256184
TrainingSet/P040/cine_sax_ks.mat,TrainingSet,P040,Cine SAX,cine_sax_ks.mat,94122690560,797786124
TrainingSet/P040/t1map_calib.mat,TrainingSet,P040,T1map,t1map_calib.mat,94920477696,8666653
TrainingSet/P040/t1map_ks.mat,TrainingSet,P040,T1map,t1map_ks.mat,94929146368,267790018
TrainingSet/P040/t2map_calib.mat,TrainingSet,P040,T2map,t2map_calib.mat,95196937216,5701440
TrainingSet/P040/t2map_ks.mat,TrainingSet,P040,T2map,t2map_ks.mat,95202640384,49567517
TrainingSet/P041/cine_lax_calib.mat,TrainingSet,P041,Cine LAX,cine_lax_calib.mat,95252209152,101856937
TrainingSet/P041/cine_lax_ks.mat,TrainingSet,P041,Cine LAX,cine_lax_ks.mat,95354067968,274618116
TrainingSet/P041/cine_sax_calib.mat,TrainingSet,P041,Cine SAX,cine_sax_calib.mat,95628686848,324232842
TrainingSet/P041/cine_sax_ks.mat,TrainingSet,P041,Cine SAX,cine_sax_ks.mat,95952921600,1119095052
TrainingSet/P041/t1map_calib.mat,TrainingSet,P041,T1map,t1map_calib.mat,97072017408,8641458
TrainingSet/P041/t1map_ks.mat,TrainingSet,P041,T1map,t1map_ks.mat,97080660480,268733906
TrainingSet/P041/t2map_calib.mat,TrainingSet,P041,T2map,t2map_calib.mat,97349394944,5693309
TrainingSet/P041/t2map_ks.mat,TrainingSet,P041,T2map,t2map_ks.mat,97355089920,49696424
TrainingSet/P042/cine_lax_calib.mat,TrainingSet,P042,Cine LAX,cine_lax_calib.mat,97404787712,138027117
TrainingSet/P042/cine_lax_ks.mat,TrainingSet,P042,Cine LAX,cine_lax_ks.mat,97542816768,313307430
TrainingSet/P042/cine_sax_calib.mat,TrainingSet,P042,Cine SAX,cine_sax_calib.mat,97856124928,477229646
TrainingSet/P042/cine_sax_ks.mat,TrainingSet,P042,Cine SAX,cine_sax_ks.mat,98333356544,1338058094
TrainingSet/P042/t1map_calib.mat,TrainingSet,P042,T1map,t1map_calib.mat,99671415296,10436742
TrainingSet/P042/t1map_ks.mat,TrainingSet,P042,T1map,t1map_ks.mat,99681853952,326078828
TrainingSet/P042/t2map_calib.mat,TrainingSet,P042,T2map,t2map_calib.mat,100007933440,7049899
TrainingSet/P042/t2map_ks.mat,TrainingSet,P042,T2map,t2map_ks.mat,100014985216,60153974
TrainingSet/P043/cine_lax_calib.mat,TrainingSet,P043,Cine LAX,cine_lax_calib.mat,100075140608,98089885
TrainingSet/P043/cine_lax_ks.mat,TrainingSet,P043,Cine LAX,cine_lax_ks.mat,100173232128,264544574
TrainingSet/P043/cine_sax_calib.mat,TrainingSet,P043,Cine SAX,cine_sax_calib.mat,100437777408,294758955
TrainingSet/P043/cine_sax_ks.mat,TrainingSet,P043,Cine SAX,cine_sax_ks.mat,100732538368,1012880221
TrainingSet/P043/t1map_calib.mat,TrainingSet,P043,T1map,t1map_calib.mat,101745419264,8582134
TrainingSet/P043/t1map_ks.mat,TrainingSet,P043,T1map,t1map_ks.mat,101754002944,265949662
TrainingSet/P043/t2map_calib.mat,TrainingSet,P043,T2map,t2map_calib.mat,102019953152,5642642
TrainingSet/P043/t2map_ks.mat,TrainingSet,P043,T2map,t2map_ks.mat,102025597440,49419060
TrainingSet/P044/cine_lax_calib.mat,TrainingSet,P044,Cine LAX,cine_lax_calib.mat,102075017728,40262584
TrainingSet/P044/cine_lax_ks.mat,TrainingSet,P044,Cine LAX,cine_lax_ks.mat,102115281920,67414648
TrainingSet/P044/cine_sax_calib.mat,TrainingSet,P044,Cine SAX,cine_sax_calib.mat,102182697472,384571270
TrainingSet/P044/cine_sax_ks.mat,TrainingSet,P044,Cine SAX,cine_sax_ks.mat,102567270400,1330914190
TrainingSet/P044/t1map_calib.mat,TrainingSet,P044,T1map,t1map_calib.mat,103898185216,10340064
TrainingSet/P044/t1map_ks.mat,TrainingSet,P044,T1map,t1map_ks.mat,103908527104,324744172
TrainingSet/P044/t2map_calib.mat,TrainingSet,P044,T2map,t2map_calib.mat,104233271808,6950543
TrainingSet/P044/t2map_ks.mat,TrainingSet,P044,T2map,t2map_ks.mat,104240224256,59980272
TrainingSet/P045/cine_lax_calib.mat,TrainingSet,P045,Cine LAX,cine_lax_calib.mat,104300205568,100163401
TrainingSet/P045/cine_lax_ks.mat,TrainingSet,P045,Cine LAX,cine_lax_ks.mat,104400370688,327848147
TrainingSet/P045/cine_sax_calib.mat,TrainingSet,P045,Cine SAX,cine_sax_calib.mat,104728219648,339236912
TrainingSet/P045/cine_sax_ks.mat,TrainingSet,P045,Cine SAX,cine_sax_ks.mat,105067458560,972349680
TrainingSet/P045/t1map_calib.mat,TrainingSet,P045,T1map,t1map_calib.mat,106039809024,8644322
TrainingSet/P045/t1map_ks.mat,TrainingSet,P045,T1map,t1map_ks.mat,106048455168,267054325
TrainingSet/P045/t2map_calib.mat,TrainingSet,P045,T2map,t2map_calib.mat,106315510272,5692677
TrainingSet/P045/t2map_ks.mat,TrainingSet,P045,T2map,t2map_ks.mat,106321204736,49486921
TrainingSet/P046/cine_lax_calib.mat,TrainingSet,P046,Cine LAX,cine_lax_calib.mat,106370693120,103402851
TrainingSet/P046/cine_lax_ks.mat,TrainingSet,P046,Cine LAX,cine_lax_ks.mat,106474097664,337289214
TrainingSet/P046/cine_sax_calib.mat,TrainingSet,P046,Cine SAX,cine_sax_calib.mat,106811387392,465388005
TrainingSet/P046/cine_sax_ks.mat,TrainingSet,P046,Cine SAX,cine_sax_ks.mat,107276776960,874412681
TrainingSet/P046/t1map_calib.mat,TrainingSet,P046,T1map,t1map_calib.mat,108151190528,8581934
TrainingSet/P046/t1map_ks.mat,TrainingSet,P046,T1map,t1map_ks.mat,108159774208,266237290
TrainingSet/P046/t2map_calib.mat,TrainingSet,P046,T2map,t2map_calib.mat,108426012160,5616707
TrainingSet/P046/t2map_ks.mat,TrainingSet,P046,T2map,t2map_ks.mat,108431630848,49159105
TrainingSet/P047/cine_lax_calib.mat,TrainingSet,P047,Cine LAX,cine_lax_calib.mat,108480791040,110813335
TrainingSet/P047/cine_lax_ks.mat,TrainingSet,P047,Cine LAX,cine_lax_ks.mat,108591606272,297194025
TrainingSet/P047/cine_sax_calib.mat,TrainingSet,P047,Cine SAX,cine_sax_calib.mat,108888801280,399957118
TrainingSet/P047/cine_sax_ks.mat,TrainingSet,P047,Cine SAX,cine_sax_ks.mat,109288760320,1361361545
TrainingSet/P047/t1map_calib.mat,TrainingSet,P047,T1map,t1map_calib.mat,110650122752,10423594
TrainingSet/P047/t1map_ks.mat,TrainingSet,P047,T1map,t1map_ks.mat,110660548096,326031613
TrainingSet/P047/t2map_calib.mat,TrainingSet,P047,T2map,t2map_calib.mat,110986580480,7032657
TrainingSet/P047/t2map_ks.mat,TrainingSet,P047,T2map,t2map_ks.mat,110993614848,60134455
TrainingSet/P048/cine_lax_calib.mat,TrainingSet,P048,Cine LAX,cine_lax_calib.mat,111053750784,114776605
TrainingSet/P048/cine_lax_ks.mat,TrainingSet,P048,Cine LAX,cine_lax_ks.mat,111168529408,272977547
TrainingSet/P048/cine_sax_calib.mat,TrainingSet,P048,Cine SAX,cine_sax_calib.mat,111441507840,449289144
TrainingSet/P048/cine_sax_ks.mat,TrainingSet,P048,Cine SAX,cine_sax_ks.mat,111890798592,1271049564
TrainingSet/P048/t1map_calib.mat,TrainingSet,P048,T1map,t1map_calib.mat,113161848832,8613561
TrainingSet/P048/t1map_ks.mat,TrainingSet,P048,T1map,t1map_ks.mat,113170464256,266230950
TrainingSet/P048/t2map_calib.mat,TrainingSet,P048,T2map,t2map_calib.mat,113436696064,5665748
TrainingSet/P048/t2map_ks.mat,TrainingSet,P048,T2map,t2map_ks.mat,113442363392,49378601
TrainingSet/P049/cine_lax_calib.mat,TrainingSet,P049,Cine LAX,cine_lax_calib.mat,113491743232,56023153
TrainingSet/P049/cine_lax_ks.mat,TrainingSet,P049,Cine LAX,cine_lax_ks.mat,113547768320,121154461
TrainingSet/P049/cine_sax_calib.mat,TrainingSet,P049,Cine SAX,cine_sax_calib.mat,113668923392,474838923
TrainingSet/P049/cine_sax_ks.mat,TrainingSet,P049,Cine SAX,cine_sax_ks.mat,114143763968,1614434696
TrainingSet/P049/t1map_calib.mat,TrainingSet,P049,T1map,t1map_calib.mat,115758199296,10418918
TrainingSet/P049/t1map_ks.mat,TrainingSet,P049,T1map,t1map_ks.mat,115768620032,327628361
TrainingSet/P049/t2map_calib.mat,TrainingSet,P049,T2map,t2map_calib.mat,116096249344,7026520
TrainingSet/P049/t2map_ks.mat,TrainingSet,P049,T2map,t2map_ks.mat,116103277568,60321429
TrainingSet/P050/cine_lax_calib.mat,TrainingSet,P050,Cine LAX,cine_lax_calib.mat,116163600384,118080343
TrainingSet/P050/cine_lax_ks.mat,TrainingSet,P050,Cine LAX,cine_lax_ks.mat,116281682432,338557087
TrainingSet/P050/cine_sax_calib.mat,TrainingSet,P050,Cine SAX,cine_sax_calib.mat,116620240384,367547424
TrainingSet/P050/cine_sax_ks.mat,TrainingSet,P050,Cine SAX,cine_sax_ks.mat,116987789824,830823128
TrainingSet/P050/t1map_calib.mat,TrainingSet,P050,T1map,t1map_calib.mat,117818613760,8605694
TrainingSet/P050/t1map_ks.mat,TrainingSet,P050,T1map,t1map_ks.mat,117827220992,265714382
TrainingSet/P050/t2map_calib.mat,TrainingSet,P050,T2map,t2map_calib.mat,118092936192,5650816
TrainingSet/P050/t2map_ks.mat,TrainingSet,P050,T2map,t2map_ks.mat,118098588672,49252842
TrainingSet/P051/cine_lax_calib.mat,TrainingSet,P051,Cine LAX,cine_lax_calib.mat,118147842560,47748788
TrainingSet/P051/cine_lax_ks.mat,TrainingSet,P051,Cine LAX,cine_lax_ks.mat,118195593216,76910045
TrainingSet/P051/cine_sax_calib.mat,TrainingSet,P051,Cine SAX,cine_sax_calib.mat,118272503808,373673474
TrainingSet/P051/cine_sax_ks.mat,TrainingSet,P051,Cine SAX,cine_sax_ks.mat,118646179328,1281078764
TrainingSet/P051/t1map_calib.mat,TrainingSet,P051,T1map,t1map_calib.mat,119927258624,8676044
TrainingSet/P051/t1map_ks.mat,TrainingSet,P051,T1map,t1map_ks.mat,119935936512,269062772
TrainingSet/P051/t2map_calib.mat,TrainingSet,P051,T2map,t2map_calib.mat,120205000192,5697681
TrainingSet/P051/t2map_ks.mat,TrainingSet,P051,T2map,t2map_ks.mat,120210699776,49651789
TrainingSet/P052/cine_lax_calib.mat,TrainingSet,P052,Cine LAX,cine_lax_calib.mat,120260353024,115971113
TrainingSet/P052/cine_lax_ks.mat,TrainingSet,P052,Cine LAX,cine_lax_ks.mat,120376326144,332459052
TrainingSet/P052/cine_sax_calib.mat,TrainingSet,P052,Cine SAX,cine_sax_calib.mat,120708786176,434694600
TrainingSet/P052/cine_sax_ks.mat,TrainingSet,P052,Cine SAX,cine_sax_ks.mat,121143482368,1494287938
TrainingSet/P052/t1map_calib.mat,TrainingSet,P052,T1map,t1map_calib.mat,122637771264,10436494
TrainingSet/P052/t1map_ks.mat,TrainingSet,P052,T1map,t1map_ks.mat,122648209408,327927302
TrainingSet/P052/t2map_calib.mat,TrainingSet,P052,T2map,t2map_calib.mat,122976137728,7060630
TrainingSet/P052/t2map_ks.mat,TrainingSet,P052,T2map,t2map_ks.mat,122983200256,60400354
TrainingSet/P053/cine_lax_calib.mat,TrainingSet,P053,Cine LAX,cine_lax_calib.mat,123043601920,110067413
TrainingSet/P053/cine_lax_ks.mat,TrainingSet,P053,Cine LAX,cine_lax_ks.mat,123153671168,358302743
TrainingSet/P053/cine_sax_calib.mat,TrainingSet,P053,Cine SAX,cine_sax_calib.mat,123511974912,349725506
TrainingSet/P053/cine_sax_ks.mat,TrainingSet,P053,Cine SAX,cine_sax_ks.mat,123861702144,801333894
TrainingSet/P053/t1map_calib.mat,TrainingSet,P053,T1map,t1map_calib.mat,124663036928,8646991
TrainingSet/P053/t1map_ks.mat,TrainingSet,P053,T1map,t1map_ks.mat,124671685632,269438184
TrainingSet/P053/t2map_calib.mat,TrainingSet,P053,T2map,t2map_calib.mat,124941124608,5689272
TrainingSet/P053/t2map_ks.mat,TrainingSet,P053,T2map,t2map_ks.mat,124946815488,49805667
TrainingSet/P054/cine_lax_calib.mat,TrainingSet,P054,Cine LAX,cine_lax_calib.mat,124996622336,97887407
TrainingSet/P054/cine_lax_ks.mat,TrainingSet,P054,Cine LAX,cine_lax_ks.mat,125094511616,263886168
TrainingSet/P054/cine_sax_calib.mat,TrainingSet,P054,Cine SAX,cine_sax_calib.mat,125358398464,465700965
TrainingSet/P054/cine_sax_ks.mat,TrainingSet,P054,Cine SAX,cine_sax_ks.mat,125824101376,1581464371
TrainingSet/P054/t1map_calib.mat,TrainingSet,P054,T1map,t1map_calib.mat,127405566464,10357911
TrainingSet/P054/t1map_ks.mat,TrainingSet,P054,T1map,t1map_ks.mat,127415926272,324566986
TrainingSet/P054/t2map_calib.mat,TrainingSet,P054,T2map,t2map_calib.mat,127740493824,6970456
TrainingSet/P054/t2map_ks.mat,TrainingSet,P054,T2map,t2map_ks.mat,127747466240,59881738
TrainingSet/P055/cine_lax_calib.mat,TrainingSet,P055,Cine LAX,cine_lax_calib.mat,127807349248,140681825
TrainingSet/P055/cine_lax_ks.mat,TrainingSet,P055,Cine LAX,cine_lax_ks.mat,127948033024,331611275
TrainingSet/P055/cine_sax_calib.mat,TrainingSet,P055,Cine SAX,cine_sax_calib.mat,128279645184,450051181
TrainingSet/P055/cine_sax_ks.mat,TrainingSet,P055,Cine SAX,cine_sax_ks.mat,128729698304,1519167468
TrainingSet/P055/t1map_calib.mat,TrainingSet,P055,T1map,t1map_calib.mat,130248866304,8618207
TrainingSet/P055/t1map_ks.mat,TrainingSet,P055,T1map,t1map_ks.mat,130257486336,267135769
TrainingSet/P055/t2map_calib.mat,TrainingSet,P055,T2map,t2map_calib.mat,130524622848,5670924
TrainingSet/P055/t2map_ks.mat,TrainingSet,P055,T2map,t2map_ks.mat,130530295808,49389722
TrainingSet/P056/cine_lax_calib.mat,TrainingSet,P056,Cine LAX,cine_lax_calib.mat,130579686912,105712825
TrainingSet/P056/cine_lax_ks.mat,TrainingSet,P056,Cine LAX,cine_lax_ks.mat,130685401600,343571819
TrainingSet/P056/cine_sax_calib.mat,TrainingSet,P056,Cine SAX,cine_sax_calib.mat,131028974080,396216999
TrainingSet/P056/cine_sax_ks.mat,TrainingSet,P056,Cine SAX,cine_sax_ks.mat,131425192960,1362516300
TrainingSet/P056/t1map_calib.mat,TrainingSet,P056,T1map,t1map_calib.mat,132787709952,10396870
TrainingSet/P056/t1map_ks.mat,TrainingSet,P056,T1map,t1map_ks.mat,132798108672,327460633
TrainingSet/P056/t2map_calib.mat,TrainingSet,P056,T2map,t2map_calib.mat,133125570048,6997427
TrainingSet/P056/t2map_ks.mat,TrainingSet,P056,T2map,t2map_ks.mat,133132569088,60246828
TrainingSet/P057/cine_lax_calib.mat,TrainingSet,P057,Cine LAX,cine_lax_calib.mat,133192817152,88768102
TrainingSet/P057/cine_lax_ks.mat,TrainingSet,P057,Cine LAX,cine_lax_ks.mat,133281587200,242078013
TrainingSet/P057/cine_sax_calib.mat,TrainingSet,P057,Cine SAX,cine_sax_calib.mat,133523665920,409637237
TrainingSet/P057/cine_sax_ks.mat,TrainingSet,P057,Cine SAX,cine_sax_ks.mat,133933304832,1387751884
TrainingSet/P057/t1map_calib.mat,TrainingSet,P057,T1map,t1map_calib.mat,135321057280,8579223
TrainingSet/P057/t1map_ks.mat,TrainingSet,P057,T1map,t1map_ks.mat,135329638400,266757077
TrainingSet/P057/t2map_calib.mat,TrainingSet,P057,T2map,t2map_calib.mat,135596396032,5651435
TrainingSet/P057/t2map_ks.mat,TrainingSet,P057,T2map,t2map_ks.mat,135602049024,49286307
TrainingSet/P058/cine_lax_calib.mat,TrainingSet,P058,Cine LAX,cine_lax_calib.mat,135651336704,115427959
TrainingSet/P058/cine_lax_ks.mat,TrainingSet,P058,Cine LAX,cine_lax_ks.mat,135766766592,309834083
TrainingSet/P058/cine_sax_calib.mat,TrainingSet,P058,Cine SAX,cine_sax_calib.mat,136076601344,335550471
TrainingSet/P058/cine_sax_ks.mat,TrainingSet,P058,Cine SAX,cine_sax_ks.mat,136412153856,1158231508
TrainingSet/P058/t1map_calib.mat,TrainingSet,P058,T1map,t1map_calib.mat,137570385920,8619141
TrainingSet/P058/t1map_ks.mat,TrainingSet,P058,T1map,t1map_ks.mat,137579006976,266803086
TrainingSet/P058/t2map_calib.mat,TrainingSet,P058,T2map,t2map_calib.mat,137845810688,5669266
TrainingSet/P058/t2map_ks.mat,TrainingSet,P058,T2map,t2map_ks.mat,137851481600,49456783
TrainingSet/P059/cine_lax_calib.mat,TrainingSet,P059,Cine LAX,cine_lax_calib.mat,137900939776,47988665
TrainingSet/P059/cine_lax_ks.mat,TrainingSet,P059,Cine LAX,cine_lax_ks.mat,137948930048,76644794
TrainingSet/P059/cine_sax_calib.mat,TrainingSet,P059,Cine SAX,cine_sax_calib.mat,138025575424,390785351
TrainingSet/P059/cine_sax_ks.mat,TrainingSet,P059,Cine SAX,cine_sax_ks.mat,138416362496,1100168549
TrainingSet/P059/t1map_calib.mat,TrainingSet,P059,T1map,t1map_calib.mat,139516531712,8647196
TrainingSet/P059/t1map_ks.mat,TrainingSet,P059,T1map,t1map_ks.mat,139525180928,267667976
TrainingSet/P059/t2map_calib.mat,TrainingSet,P059,T2map,t2map_calib.mat,139792849920,5683123
TrainingSet/P059/t2map_ks.mat,TrainingSet,P059,T2map,t2map_ks.mat,139798534656,49462184
TrainingSet/P060/cine_lax_calib.mat,TrainingSet,P060,Cine LAX,cine_lax_calib.mat,139847997952,143786720
TrainingSet/P060/cine_lax_ks.mat,TrainingSet,P060,Cine LAX,cine_lax_ks.mat,139991786496,411679216
TrainingSet/P060/cine_sax_calib.mat,TrainingSet,P060,Cine SAX,cine_sax_calib.mat,140403466240,556686681
TrainingSet/P060/cine_sax_ks.mat,TrainingSet,P060,Cine SAX,cine_sax_ks.mat,140960154624,1919491973
TrainingSet/P060/t1map_calib.mat,TrainingSet,P060,T1map,t1map_calib.mat,142879647232,10434988
TrainingSet/P060/t1map_ks.mat,TrainingSet,P060,T1map,t1map_ks.mat,142890083840,328125663
TrainingSet/P060/t2map_calib.mat,TrainingSet,P060,T2map,t2map_calib.mat,143218210304,7025154
TrainingSet/P060/t2map_ks.mat,TrainingSet,P060,T2map,t2map_ks.mat,143225237504,60442852
TrainingSet/P061/cine_lax_calib.mat,TrainingSet,P061,Cine LAX,cine_lax_calib.mat,143285681664,87643783
TrainingSet/P061/cine_lax_ks.mat,TrainingSet,P061,Cine LAX,cine_lax_ks.mat,143373327360,237812093
TrainingSet/P061/cine_sax_calib.mat,TrainingSet,P061,Cine SAX,cine_sax_calib.mat,143611140096,464652082
TrainingSet/P061/cine_sax_ks.mat,TrainingSet,P061,Cine SAX,cine_sax_ks.mat,144075793920,1583743917
TrainingSet/P061/t1map_calib.mat,TrainingSet,P061,T1map,t1map_calib.mat,145659538432,8690691
TrainingSet/P061/t1map_ks.mat,TrainingSet,P061,T1map,t1map_ks.mat,145668231168,269231734
TrainingSet/P061/t2map_calib.mat,TrainingSet,P061,T2map,t2map_calib.mat,145937463808,5720411
TrainingSet/P061/t2map_ks.mat,TrainingSet,P061,T2map,t2map_ks.mat,145943185920,49658496
TrainingSet/P062/cine_lax_calib.mat,TrainingSet,P062,Cine LAX,cine_lax_calib.mat,145992845824,119370307
TrainingSet/P062/cine_lax_ks.mat,TrainingSet,P062,Cine LAX,cine_lax_ks.mat,146112218112,341519835
TrainingSet/P062/cine_sax_calib.mat,TrainingSet,P062,Cine SAX,cine_sax_calib.mat,146453738496,369299199
TrainingSet/P062/cine_sax_ks.mat,TrainingSet,P062,Cine SAX,cine_sax_ks.mat,146823039488,1052820310
